split_id,model,filename,best_threshold,best_f1,precision_best,recall_best,adj_f1_best,adj_precision_best,adj_recall_best,auroc,pr_auc
9,gaussian,2018-03-19_Seat_Leon_RT_KA_Normal.csv,5.45828104019165,0.01136363633460098,0.006896551724133175,0.032258064516024976,0.30097087376054765,0.17714285714275593,0.9999999999967742,0.948208643231172,0.006632050667246028
9,gaussian,2017-07-07_Seat_Leon_RT_S_Normal.csv,25.50368309020996,0.0,0.0,0.0,0.0,0.0,0.0,0.8800996080161545,0.006344894522171839
9,gaussian,2017-07-31_Seat_Leon_KA_KA_Frei.csv,243.8463592529297,0.0,0.0,0.0,0.0,0.0,0.0,0.5129877061304657,0.03504658369136024
9,gaussian,2017-07-26_Seat_Leon_S_KA_Normal.csv,75.06604766845703,0.0,0.0,0.0,0.0,0.0,0.0,0.582669707226417,0.00819695233263034
9,gaussian,2018-02-14_Seat_Leon_S_RT_Normal.csv,24.617563247680664,0.0,0.0,0.0,0.0,0.0,0.0,0.9601561745170952,0.018457268348153623
9,gaussian,2018-03-23_Seat_Leon_RT_S_Normal.csv,8.916851043701172,0.0,0.0,0.0,0.0,0.0,0.0,0.8446591292318493,0.004582896115076348
9,gaussian,2018-02-26_Seat_Leon_KA_KA_Frei.csv,60.3532829284668,0.0,0.0,0.0,0.0,0.0,0.0,0.9235141202883138,0.03697188232553312
9,gaussian,2017-08-03_Seat_Leon_S_RT_Normal.csv,-3.704045057296753,0.003427983773856499,0.0017170329670329575,0.9677419354807493,0.00354204753163907,0.0017741658558919377,0.9999999999967742,0.37532156783308857,0.0009704434282552213
9,gaussian,2017-08-05_Seat_Leon_S_CW_Normal.csv,-2.8276803493499756,0.017406440377688244,0.008944543828263958,0.32258064516024976,0.0529914529862852,0.027216856892008146,0.9999999999967742,0.946440626084675,0.00808790372279278
9,mse,2018-03-07_Seat_Leon_S_RT_Normal.csv,0.48605114221572876,0.0,0.0,0.0,0.0,0.0,0.0,0.8841735325606294,0.006331369351983473
9,mse,2018-03-02_Seat_Leon_RT_S_Normal.csv,0.0467618927359581,0.06477732791321936,0.03703703703701989,0.2580645161281998,0.22962962960913308,0.12970711297065704,0.9999999999967742,0.9759845853680373,0.023690558570862417
9,mse,2018-02-27_Seat_Leon_KA_KA_Normal.csv,0.007908127270638943,0.07079646016824384,0.03709428129829411,0.7741935483845994,0.09051094889644157,0.047400611620787854,0.9999999999967742,0.9685695422125926,0.031072171610725462
9,mse,2018-03-22_Seat_Leon_S_RT_Normal.csv,0.17739509046077728,0.0,0.0,0.0,0.0,0.0,0.0,0.7505324766817998,0.0027355758449944126
9,mse,2017-07-11_Seat_Leon_KA_KA_Stau.csv,0.03893902152776718,0.045871559619797365,0.02469135802468526,0.32258064516024976,0.13566739604856334,0.07276995305162612,0.9999999999967742,0.9545979563034431,0.020616072326772816
9,mse,2018-03-26_Seat_Leon_RT_S_Normal.csv,0.05586973577737808,0.042553191461775684,0.0254777070063532,0.1290322580640999,0.2883720929983083,0.16847826086947368,0.9999999999967742,0.9160007818269524,0.011361701345870981
9,mse,2017-08-02_Seat_Leon_RT_S_Normal.csv,0.3032979965209961,0.05797101444310019,0.05263157894722992,0.06451612903204995,0.6326530611799458,0.4626865671634885,0.9999999999967742,0.9539141752992325,0.018075891949912517
9,mse,2017-08-04_Seat_Leon_S_RT_Normal.csv,0.18459835648536682,0.03252032516549673,0.021739130434758978,0.06451612903204995,0.40789473680909794,0.2561983471072263,0.9999999999967742,0.9777170566124465,0.021890825698076675
9,mse,2018-03-19_Seat_Leon_RT_KA_Normal.csv,0.04508892074227333,0.04676753781850759,0.02442528735631833,0.5483870967724246,0.08367071524162299,0.043661971830979765,0.9999999999967742,0.9811868396692429,0.018496156141001776
9,mse,2017-07-07_Seat_Leon_RT_S_Normal.csv,0.0005005228449590504,0.007078012000896777,0.0035559678416820723,0.7419354838685744,0.009528200398621121,0.0047869054972204325,0.9999999999967742,0.8719213996029255,0.0032439844640280184
9,mse,2017-07-31_Seat_Leon_KA_KA_Frei.csv,0.019478825852274895,0.005698005681898686,0.0031249999999990235,0.032258064516024976,0.16272965877761655,0.08857142857140327,0.9999999999967742,0.6494859509526147,0.0043867480768462665
9,mse,2017-07-26_Seat_Leon_S_KA_Normal.csv,0.02632901631295681,0.0046047582455461126,0.00235849056603755,0.09677419354807493,0.046581517651341164,0.02384615384615201,0.9999999999967742,0.5462069316382812,0.0018189999641136092
9,mse,2018-02-14_Seat_Leon_S_RT_Normal.csv,0.05305325612425804,0.03030303028228019,0.01716738197424156,0.1290322580640999,0.2130584192248037,0.11923076923072339,0.9999999999967742,0.9388902789786225,0.013332995397579052
9,mse,2018-03-23_Seat_Leon_RT_S_Normal.csv,0.5040686726570129,0.0,0.0,0.0,0.0,0.0,0.0,0.9160220100896785,0.008926540555072054
9,mse,2018-02-26_Seat_Leon_KA_KA_Frei.csv,0.01904289796948433,0.0758017492546507,0.041666666666653314,0.4193548387083247,0.1717451523387758,0.09393939393936547,0.9999999999967742,0.9420093347512702,0.032028891294348175
9,mse,2017-08-03_Seat_Leon_S_RT_Normal.csv,0.09515552967786789,0.06896551719534945,0.05357142857133291,0.09677419354807493,0.5391304347422912,0.3690476190471797,0.9999999999967742,0.9852142097533803,0.041021222726728146
9,mse,2017-08-05_Seat_Leon_S_CW_Normal.csv,0.1336333304643631,0.00961538459001017,0.005649717514121102,0.032258064516024976,0.2605042016577961,0.14975845410620786,0.9999999999967742,0.938939343833671,0.007585527293844036
